index,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021-07-26 14:55:00,20210726,14:55:00,298.77,299.19,298.73,298.97,119770
2021-07-26 15:00:00,20210726,15:00:00,298.97,299.89,298.97,299.78,946310
2021-07-26 15:05:00,20210726,15:05:00,299.77,299.79,299.58,299.59,178450
2021-07-26 15:10:00,20210726,15:10:00,299.59,300.0,299.57,299.9,379950
2021-07-26 15:15:00,20210726,15:15:00,299.95,300.11,299.64,299.68,261500
2021-07-26 15:20:00,20210726,15:20:00,299.68,299.97,299.68,299.89,74590
2021-07-26 15:25:00,20210726,15:25:00,299.89,300.16,299.69,299.72,239120
2021-07-26 15:30:00,20210726,15:30:00,299.72,299.96,299.57,299.8,67730
2021-07-26 15:35:00,20210726,15:35:00,299.8,299.99,299.8,299.8,122410
2021-07-26 15:40:00,20210726,15:40:00,299.8,300.0,299.71,299.79,103390
2021-07-26 15:45:00,20210726,15:45:00,299.81,300.44,299.78,300.29,288120
2021-07-26 15:50:00,20210726,15:50:00,300.38,300.49,299.8,299.93,265880
2021-07-26 15:55:00,20210726,15:55:00,299.9,300.1,299.83,299.96,61070
2021-07-26 16:00:00,20210726,16:00:00,300.0,300.68,299.88,299.94,557210
2021-07-26 16:05:00,20210726,16:05:00,299.94,300.18,299.82,299.85,63530
2021-07-26 16:10:00,20210726,16:10:00,299.87,300.03,299.54,299.83,147450
2021-07-26 16:15:00,20210726,16:15:00,299.89,299.92,299.6,299.88,93210
2021-07-26 16:20:00,20210726,16:20:00,299.78,299.98,299.6,299.6,44720
2021-07-26 16:25:00,20210726,16:25:00,299.67,299.94,299.54,299.62,95570
2021-07-26 16:30:00,20210726,16:30:00,299.62,300.19,299.54,299.95,295130
2021-07-26 16:35:00,20210726,16:35:00,299.93,300.34,299.77,300.17,135100
2021-07-26 16:40:00,20210726,16:40:00,300.27,300.3,299.92,300.0,57910
2021-07-26 16:45:00,20210726,16:45:00,299.95,300.21,299.94,300.2,50510
2021-07-26 16:50:00,20210726,16:50:00,300.15,300.26,299.93,300.03,56460
2021-07-26 16:55:00,20210726,16:55:00,299.94,300.48,299.9,300.29,234790
2021-07-26 17:00:00,20210726,17:00:00,300.34,300.88,300.34,300.62,411830
2021-07-26 17:05:00,20210726,17:05:00,300.54,300.81,300.25,300.3,162960
2021-07-26 17:10:00,20210726,17:10:00,300.3,300.55,300.27,300.27,84640
2021-07-26 17:15:00,20210726,17:15:00,300.22,300.4,300.15,300.25,82860
2021-07-26 17:20:00,20210726,17:20:00,300.16,300.4,300.11,300.21,89520
2021-07-26 17:25:00,20210726,17:25:00,300.21,300.38,300.05,300.05,157620
2021-07-26 17:30:00,20210726,17:30:00,300.1,300.45,299.98,300.22,136580
2021-07-26 17:35:00,20210726,17:35:00,300.31,300.31,300.1,300.19,74740
2021-07-26 17:40:00,20210726,17:40:00,300.19,300.6,300.12,300.44,206450
2021-07-26 17:45:00,20210726,17:45:00,300.44,300.82,300.19,300.73,423750
2021-07-26 17:50:00,20210726,17:50:00,300.8,300.99,300.58,300.6,309190
2021-07-26 17:55:00,20210726,17:55:00,300.6,301.1,300.58,300.93,714570
2021-07-26 18:00:00,20210726,18:00:00,301.0,301.36,300.93,301.24,499490
2021-07-26 18:05:00,20210726,18:05:00,301.25,301.59,301.22,301.42,572950
2021-07-26 18:10:00,20210726,18:10:00,301.41,301.88,301.36,301.8,674990
2021-07-26 18:15:00,20210726,18:15:00,301.8,302.16,301.8,302.04,759350
2021-07-26 18:20:00,20210726,18:20:00,302.03,302.37,301.87,302.06,829390
2021-07-26 18:25:00,20210726,18:25:00,302.05,302.3,301.93,302.1,581090
2021-07-26 18:30:00,20210726,18:30:00,302.05,302.3,301.98,302.25,624470
2021-07-26 18:35:00,20210726,18:35:00,302.25,302.48,302.21,302.34,855040
2021-07-26 18:45:00,20210726,18:45:00,301.96,301.96,301.96,301.96,1419700
2021-07-26 19:00:00,20210726,19:00:00,301.9,301.9,301.9,301.9,3930
2021-07-26 19:05:00,20210726,19:05:00,301.9,302.26,301.9,302.15,99840
2021-07-26 19:10:00,20210726,19:10:00,302.15,302.26,302.01,302.25,48120
2021-07-26 19:15:00,20210726,19:15:00,302.25,302.32,302.13,302.31,76120
2021-07-26 19:20:00,20210726,19:20:00,302.31,302.31,302.2,302.25,32400
2021-07-26 19:25:00,20210726,19:25:00,302.25,302.3,302.2,302.2,25520
2021-07-26 19:30:00,20210726,19:30:00,302.25,302.29,301.86,302.01,75090
2021-07-26 19:35:00,20210726,19:35:00,302.0,302.16,302.0,302.06,38210
2021-07-26 19:40:00,20210726,19:40:00,302.06,302.1,301.78,301.92,79480
2021-07-26 19:45:00,20210726,19:45:00,301.81,301.94,301.78,301.94,11370
2021-07-26 19:50:00,20210726,19:50:00,301.94,302.2,301.93,302.19,55240
2021-07-26 19:55:00,20210726,19:55:00,302.19,302.19,301.9,302.0,25120
2021-07-26 20:00:00,20210726,20:00:00,302.04,302.21,301.95,302.2,59900
2021-07-26 20:05:00,20210726,20:05:00,302.14,302.48,302.08,302.47,195660
2021-07-26 20:10:00,20210726,20:10:00,302.47,302.52,302.47,302.49,50650
2021-07-26 20:15:00,20210726,20:15:00,302.49,302.5,302.4,302.45,59290
2021-07-26 20:20:00,20210726,20:20:00,302.41,302.88,302.4,302.75,291400
2021-07-26 20:25:00,20210726,20:25:00,302.75,303.15,302.74,302.91,467000
2021-07-26 20:30:00,20210726,20:30:00,302.91,303.09,302.77,302.88,58820
2021-07-26 20:35:00,20210726,20:35:00,302.88,302.92,302.88,302.9,129470
2021-07-26 20:40:00,20210726,20:40:00,302.92,303.03,302.9,303.02,23650
2021-07-26 20:45:00,20210726,20:45:00,303.0,303.03,302.81,302.89,60050
2021-07-26 20:50:00,20210726,20:50:00,302.89,302.89,302.8,302.8,47320
2021-07-26 20:55:00,20210726,20:55:00,302.83,302.83,302.64,302.64,45120
2021-07-26 21:00:00,20210726,21:00:00,302.7,302.7,302.53,302.65,15380
2021-07-26 21:05:00,20210726,21:05:00,302.53,302.8,302.53,302.73,15560
2021-07-26 21:10:00,20210726,21:10:00,302.73,302.83,302.69,302.83,18120
2021-07-26 21:15:00,20210726,21:15:00,302.83,303.0,302.83,302.99,57620
2021-07-26 21:20:00,20210726,21:20:00,302.99,303.05,302.86,303.05,17300
2021-07-26 21:25:00,20210726,21:25:00,303.0,303.05,302.77,302.9,51890
2021-07-26 21:30:00,20210726,21:30:00,302.9,302.9,302.79,302.86,19280
2021-07-26 21:35:00,20210726,21:35:00,302.88,302.88,302.82,302.82,6420
2021-07-26 21:40:00,20210726,21:40:00,302.82,302.9,302.79,302.9,37240
2021-07-26 21:45:00,20210726,21:45:00,302.91,303.05,302.91,303.05,45020
2021-07-26 21:50:00,20210726,21:50:00,303.05,303.2,303.0,303.17,298360
2021-07-26 21:55:00,20210726,21:55:00,303.18,303.3,303.09,303.14,25020
2021-07-26 22:00:00,20210726,22:00:00,303.11,303.3,303.1,303.23,21010
2021-07-26 22:05:00,20210726,22:05:00,303.15,303.35,303.14,303.3,31480
2021-07-26 22:10:00,20210726,22:10:00,303.24,303.3,303.21,303.3,22810
2021-07-26 22:15:00,20210726,22:15:00,303.26,303.36,303.22,303.36,32710
2021-07-26 22:20:00,20210726,22:20:00,303.32,303.6,303.31,303.49,101140
2021-07-26 22:25:00,20210726,22:25:00,303.49,303.56,303.48,303.5,11190
2021-07-26 22:30:00,20210726,22:30:00,303.52,303.62,303.48,303.48,86660
2021-07-26 22:35:00,20210726,22:35:00,303.46,303.63,303.36,303.61,91960
2021-07-26 22:40:00,20210726,22:40:00,303.61,303.66,303.42,303.47,47040
2021-07-26 22:45:00,20210726,22:45:00,303.47,303.58,303.42,303.58,21330
2021-07-26 22:50:00,20210726,22:50:00,303.58,303.6,303.5,303.5,14200
2021-07-26 22:55:00,20210726,22:55:00,303.54,303.66,303.54,303.65,58880
2021-07-26 23:00:00,20210726,23:00:00,303.63,303.68,303.6,303.62,30040
2021-07-26 23:05:00,20210726,23:05:00,303.6,303.68,303.5,303.53,29300
2021-07-26 23:10:00,20210726,23:10:00,303.54,303.58,303.35,303.49,66660
2021-07-26 23:15:00,20210726,23:15:00,303.47,303.47,303.2,303.3,228760
2021-07-26 23:20:00,20210726,23:20:00,303.3,303.34,303.15,303.19,95070
2021-07-26 23:25:00,20210726,23:25:00,303.15,303.45,303.15,303.4,121160
2021-07-26 23:30:00,20210726,23:30:00,303.4,303.58,303.34,303.5,53760
2021-07-26 23:35:00,20210726,23:35:00,303.37,303.5,303.37,303.48,18560
2021-07-26 23:40:00,20210726,23:40:00,303.48,303.48,303.23,303.45,17630
2021-07-26 23:45:00,20210726,23:45:00,303.47,303.47,303.2,303.34,86330
2021-07-27 10:00:00,20210727,10:00:00,302.66,303.43,301.82,303.3,1493690
2021-07-27 10:05:00,20210727,10:05:00,303.35,303.64,302.86,303.4,1126270
2021-07-27 10:10:00,20210727,10:10:00,303.24,304.59,303.2,303.98,996210
2021-07-27 10:15:00,20210727,10:15:00,303.94,304.01,302.67,302.74,510900
2021-07-27 10:20:00,20210727,10:20:00,302.79,303.37,302.7,303.2,425510
2021-07-27 10:25:00,20210727,10:25:00,303.2,303.29,301.85,302.36,944830
2021-07-27 10:30:00,20210727,10:30:00,302.32,302.5,301.57,302.37,486290
2021-07-27 10:35:00,20210727,10:35:00,302.37,302.37,301.77,301.84,482800
2021-07-27 10:40:00,20210727,10:40:00,301.86,301.86,301.35,301.64,599560
2021-07-27 10:45:00,20210727,10:45:00,301.61,302.1,301.5,301.93,223200
2021-07-27 10:50:00,20210727,10:50:00,301.84,302.07,301.55,301.96,176360
2021-07-27 10:55:00,20210727,10:55:00,301.93,302.61,301.73,302.44,385660
2021-07-27 11:00:00,20210727,11:00:00,302.33,302.39,301.79,301.96,230480
2021-07-27 11:05:00,20210727,11:05:00,302.0,302.89,301.87,302.76,493540
2021-07-27 11:10:00,20210727,11:10:00,302.86,302.86,302.6,302.69,149550
2021-07-27 11:15:00,20210727,11:15:00,302.69,302.98,301.33,301.43,415660
2021-07-27 11:20:00,20210727,11:20:00,301.33,301.34,300.67,301.2,1234920
2021-07-27 11:25:00,20210727,11:25:00,301.21,301.56,301.12,301.44,663630
2021-07-27 11:30:00,20210727,11:30:00,301.34,301.58,301.0,301.34,396600
2021-07-27 11:35:00,20210727,11:35:00,301.36,301.6,301.17,301.41,176780
2021-07-27 11:40:00,20210727,11:40:00,301.35,301.6,301.32,301.44,84110
2021-07-27 11:45:00,20210727,11:45:00,301.44,301.44,300.9,301.25,528390
2021-07-27 11:50:00,20210727,11:50:00,301.25,301.36,301.0,301.01,184240
2021-07-27 11:55:00,20210727,11:55:00,301.0,301.4,300.66,301.14,495880
2021-07-27 12:00:00,20210727,12:00:00,301.21,301.39,300.98,301.07,266070
2021-07-27 12:05:00,20210727,12:05:00,301.14,301.44,301.11,301.22,264910
2021-07-27 12:10:00,20210727,12:10:00,301.22,301.34,301.0,301.22,170250
2021-07-27 12:15:00,20210727,12:15:00,301.14,301.4,301.14,301.35,246620
2021-07-27 12:20:00,20210727,12:20:00,301.35,301.49,301.25,301.39,474440
2021-07-27 12:25:00,20210727,12:25:00,301.37,301.5,301.04,301.21,302410
2021-07-27 12:30:00,20210727,12:30:00,301.13,301.4,301.1,301.18,75250
2021-07-27 12:35:00,20210727,12:35:00,301.11,301.11,300.83,300.99,431160
2021-07-27 12:40:00,20210727,12:40:00,300.95,301.39,300.87,301.21,223360
2021-07-27 12:45:00,20210727,12:45:00,301.21,301.48,301.12,301.3,224950
2021-07-27 12:50:00,20210727,12:50:00,301.26,301.45,301.0,301.01,251160
2021-07-27 12:55:00,20210727,12:55:00,301.0,301.2,300.72,300.88,284110
2021-07-27 13:00:00,20210727,13:00:00,300.88,301.06,300.05,300.58,1342740
2021-07-27 13:05:00,20210727,13:05:00,300.58,301.41,300.58,301.0,326950
2021-07-27 13:10:00,20210727,13:10:00,300.9,301.26,300.88,301.0,147500
2021-07-27 13:15:00,20210727,13:15:00,301.0,301.3,300.93,301.26,82610
2021-07-27 13:20:00,20210727,13:20:00,301.26,301.27,301.0,301.01,116490
2021-07-27 13:25:00,20210727,13:25:00,301.0,301.1,301.0,301.05,97920
2021-07-27 13:30:00,20210727,13:30:00,301.03,301.1,300.83,300.83,274030
2021-07-27 13:35:00,20210727,13:35:00,300.84,300.92,300.68,300.69,305450
2021-07-27 13:40:00,20210727,13:40:00,300.69,301.0,300.69,300.95,59870
2021-07-27 13:45:00,20210727,13:45:00,300.95,300.97,300.85,300.94,119300
2021-07-27 13:50:00,20210727,13:50:00,300.84,300.98,300.7,300.8,179030
2021-07-27 13:55:00,20210727,13:55:00,300.84,300.95,300.71,300.9,252350
2021-07-27 14:00:00,20210727,14:00:00,300.9,301.02,300.89,300.96,154840
2021-07-27 14:05:00,20210727,14:05:00,300.97,300.99,300.54,300.85,206390
2021-07-27 14:10:00,20210727,14:10:00,300.81,300.97,300.81,300.96,57510
2021-07-27 14:15:00,20210727,14:15:00,300.96,301.1,300.83,300.94,288740
2021-07-27 14:20:00,20210727,14:20:00,300.94,301.1,300.92,300.95,63930
2021-07-27 14:25:00,20210727,14:25:00,300.96,301.1,300.83,300.86,83090
2021-07-27 14:30:00,20210727,14:30:00,300.83,300.95,300.72,300.82,176600
2021-07-27 14:35:00,20210727,14:35:00,300.84,300.97,300.67,300.72,436350
2021-07-27 14:40:00,20210727,14:40:00,300.72,300.81,300.58,300.75,143320
2021-07-27 14:45:00,20210727,14:45:00,300.75,300.85,300.7,300.79,151560
2021-07-27 14:50:00,20210727,14:50:00,300.79,300.91,300.66,300.89,357670
2021-07-27 14:55:00,20210727,14:55:00,300.84,300.94,300.79,300.83,197720
2021-07-27 15:00:00,20210727,15:00:00,300.83,300.86,300.6,300.68,328920
2021-07-27 15:05:00,20210727,15:05:00,300.68,300.75,300.57,300.72,44100
2021-07-27 15:10:00,20210727,15:10:00,300.7,300.72,300.6,300.69,21150
2021-07-27 15:15:00,20210727,15:15:00,300.69,300.76,300.45,300.56,373700
2021-07-27 15:20:00,20210727,15:20:00,300.56,300.8,300.33,300.77,251990
2021-07-27 15:25:00,20210727,15:25:00,300.77,300.94,300.67,300.9,33110
2021-07-27 15:30:00,20210727,15:30:00,300.9,301.1,300.26,300.49,269500
2021-07-27 15:35:00,20210727,15:35:00,300.49,300.83,300.26,300.7,166450
2021-07-27 15:40:00,20210727,15:40:00,300.69,300.95,300.63,300.93,36610
2021-07-27 15:45:00,20210727,15:45:00,300.9,301.1,300.81,301.09,180440
2021-07-27 15:50:00,20210727,15:50:00,301.1,301.1,300.96,301.08,172850
2021-07-27 15:55:00,20210727,15:55:00,301.08,301.11,300.77,301.0,538710
2021-07-27 16:00:00,20210727,16:00:00,301.0,301.0,300.55,300.62,136110
2021-07-27 16:05:00,20210727,16:05:00,300.62,300.66,300.42,300.58,162800
2021-07-27 16:10:00,20210727,16:10:00,300.56,300.56,300.38,300.5,112490
2021-07-27 16:15:00,20210727,16:15:00,300.48,300.7,300.24,300.35,586830
2021-07-27 16:20:00,20210727,16:20:00,300.25,300.67,300.25,300.48,283660
2021-07-27 16:25:00,20210727,16:25:00,300.41,300.62,300.17,300.4,283290
2021-07-27 16:30:00,20210727,16:30:00,300.4,300.57,299.81,300.49,1167370
2021-07-27 16:35:00,20210727,16:35:00,300.41,300.8,300.25,300.71,202650
2021-07-27 16:40:00,20210727,16:40:00,300.7,300.93,300.37,300.72,219020
2021-07-27 16:45:00,20210727,16:45:00,300.72,300.86,300.45,300.76,521970
2021-07-27 16:50:00,20210727,16:50:00,300.7,300.83,300.64,300.75,125120
2021-07-27 16:55:00,20210727,16:55:00,300.75,300.8,300.61,300.68,107050
2021-07-27 17:00:00,20210727,17:00:00,300.68,300.7,300.41,300.41,282870
2021-07-27 17:05:00,20210727,17:05:00,300.47,300.69,300.4,300.65,450120
2021-07-27 17:10:00,20210727,17:10:00,300.6,300.7,300.39,300.54,347420
2021-07-27 17:15:00,20210727,17:15:00,300.55,300.71,300.42,300.68,134540
2021-07-27 17:20:00,20210727,17:20:00,300.62,300.78,300.5,300.63,503190
2021-07-27 17:25:00,20210727,17:25:00,300.62,300.8,300.4,300.73,444430
2021-07-27 17:30:00,20210727,17:30:00,300.73,301.0,300.66,300.85,439960
2021-07-27 17:35:00,20210727,17:35:00,300.85,301.09,300.69,300.7,172070
2021-07-27 17:40:00,20210727,17:40:00,300.76,300.96,300.61,300.62,83310
2021-07-27 17:45:00,20210727,17:45:00,300.61,300.7,300.25,300.42,816250
2021-07-27 17:50:00,20210727,17:50:00,300.42,300.53,300.27,300.53,478570
2021-07-27 17:55:00,20210727,17:55:00,300.52,300.6,300.41,300.58,377450
2021-07-27 18:00:00,20210727,18:00:00,300.58,300.63,300.5,300.56,170000
2021-07-27 18:05:00,20210727,18:05:00,300.56,300.66,300.37,300.44,871940
2021-07-27 18:10:00,20210727,18:10:00,300.38,300.49,300.33,300.35,83030
2021-07-27 18:15:00,20210727,18:15:00,300.38,300.38,300.23,300.25,75200
2021-07-27 18:20:00,20210727,18:20:00,300.26,300.49,300.23,300.48,101230
2021-07-27 18:25:00,20210727,18:25:00,300.48,300.61,300.43,300.44,142560
2021-07-27 18:30:00,20210727,18:30:00,300.44,300.53,300.26,300.3,272480
2021-07-27 18:35:00,20210727,18:35:00,300.32,300.63,299.88,299.98,519030
2021-07-27 18:45:00,20210727,18:45:00,299.5,299.5,299.5,299.5,2094530
2021-07-27 19:00:00,20210727,19:00:00,299.96,299.96,299.96,299.96,21220
2021-07-27 19:05:00,20210727,19:05:00,299.9,299.94,299.38,299.66,196860
2021-07-27 19:10:00,20210727,19:10:00,299.61,299.66,299.42,299.58,82120
2021-07-27 19:15:00,20210727,19:15:00,299.58,299.68,299.5,299.68,31830
2021-07-27 19:20:00,20210727,19:20:00,299.68,299.7,299.58,299.58,20640
2021-07-27 19:25:00,20210727,19:25:00,299.58,299.74,299.52,299.74,47550
2021-07-27 19:30:00,20210727,19:30:00,299.72,299.75,299.7,299.73,19440
2021-07-27 19:35:00,20210727,19:35:00,299.7,299.85,299.6,299.85,178370
2021-07-27 19:40:00,20210727,19:40:00,299.84,299.89,299.63,299.88,20650
2021-07-27 19:45:00,20210727,19:45:00,299.82,299.89,299.8,299.86,18450
2021-07-27 19:50:00,20210727,19:50:00,299.81,299.89,299.8,299.88,22560
2021-07-27 19:55:00,20210727,19:55:00,299.88,299.89,299.65,299.69,71220
2021-07-27 20:00:00,20210727,20:00:00,299.67,299.83,299.63,299.75,22040
2021-07-27 20:05:00,20210727,20:05:00,299.66,299.84,299.62,299.71,3100
2021-07-27 20:10:00,20210727,20:10:00,299.71,299.84,299.64,299.66,8240
2021-07-27 20:15:00,20210727,20:15:00,299.78,299.85,299.65,299.8,30790
2021-07-27 20:20:00,20210727,20:20:00,299.8,299.81,299.67,299.67,22460
2021-07-27 20:25:00,20210727,20:25:00,299.67,299.79,299.6,299.7,34540
2021-07-27 20:30:00,20210727,20:30:00,299.7,299.7,299.6,299.6,59040
2021-07-27 20:35:00,20210727,20:35:00,299.6,299.76,299.6,299.68,23990
2021-07-27 20:40:00,20210727,20:40:00,299.76,299.76,299.69,299.7,5000
2021-07-27 20:45:00,20210727,20:45:00,299.75,299.89,299.71,299.89,18270
2021-07-27 20:50:00,20210727,20:50:00,299.86,299.93,299.77,299.93,19120
2021-07-27 20:55:00,20210727,20:55:00,299.93,300.0,299.86,299.92,18720
2021-07-27 21:00:00,20210727,21:00:00,299.93,299.96,299.86,299.88,2120
2021-07-27 21:05:00,20210727,21:05:00,299.88,300.05,299.85,300.05,29090
2021-07-27 21:10:00,20210727,21:10:00,300.05,300.25,300.0,300.25,15260
2021-07-27 21:15:00,20210727,21:15:00,300.25,300.47,300.25,300.37,30550
2021-07-27 21:20:00,20210727,21:20:00,300.47,300.47,300.34,300.46,8120
2021-07-27 21:25:00,20210727,21:25:00,300.46,300.49,300.34,300.49,18050
2021-07-27 21:30:00,20210727,21:30:00,300.49,300.49,300.3,300.3,14090
2021-07-27 21:35:00,20210727,21:35:00,300.3,300.45,300.3,300.43,8880
2021-07-27 21:40:00,20210727,21:40:00,300.43,300.45,300.4,300.4,3340
2021-07-27 21:45:00,20210727,21:45:00,300.4,300.5,300.4,300.5,32190
2021-07-27 21:50:00,20210727,21:50:00,300.45,300.45,300.3,300.3,32730
2021-07-27 21:55:00,20210727,21:55:00,300.3,300.43,300.22,300.4,13510
2021-07-27 22:00:00,20210727,22:00:00,300.43,300.69,300.43,300.48,74020
2021-07-27 22:05:00,20210727,22:05:00,300.48,300.67,300.4,300.4,24430
2021-07-27 22:10:00,20210727,22:10:00,300.4,300.43,300.3,300.39,6880
2021-07-27 22:15:00,20210727,22:15:00,300.39,300.54,300.31,300.38,11460
2021-07-27 22:20:00,20210727,22:20:00,300.4,300.4,300.2,300.34,4300
2021-07-27 22:25:00,20210727,22:25:00,300.34,300.41,300.13,300.35,32200
2021-07-27 22:30:00,20210727,22:30:00,300.45,300.56,300.42,300.48,6140
2021-07-27 22:35:00,20210727,22:35:00,300.48,300.54,300.31,300.44,7660
2021-07-27 22:40:00,20210727,22:40:00,300.41,300.41,300.33,300.38,3250
2021-07-27 22:45:00,20210727,22:45:00,300.38,300.5,300.33,300.5,18720
2021-07-27 22:50:00,20210727,22:50:00,300.56,300.66,300.48,300.66,46340
2021-07-27 22:55:00,20210727,22:55:00,300.63,300.67,300.56,300.59,11860
2021-07-27 23:00:00,20210727,23:00:00,300.55,300.59,300.46,300.53,2320
2021-07-27 23:05:00,20210727,23:05:00,300.53,300.53,300.35,300.46,6410
2021-07-27 23:10:00,20210727,23:10:00,300.44,300.47,300.31,300.36,3700
2021-07-27 23:15:00,20210727,23:15:00,300.31,300.34,300.25,300.3,11040
2021-07-27 23:20:00,20210727,23:20:00,300.25,300.3,300.16,300.16,6570
2021-07-27 23:25:00,20210727,23:25:00,300.18,300.23,300.05,300.06,32040
2021-07-27 23:30:00,20210727,23:30:00,300.06,300.21,300.06,300.18,5130
2021-07-27 23:35:00,20210727,23:35:00,300.18,300.18,300.08,300.08,14100
2021-07-27 23:40:00,20210727,23:40:00,300.08,300.15,299.85,299.96,75780
2021-07-27 23:45:00,20210727,23:45:00,299.89,300.0,299.63,299.71,23150
2021-07-28 10:00:00,20210728,10:00:00,300.48,302.15,300.43,301.48,1823480
2021-07-28 10:05:00,20210728,10:05:00,301.48,301.75,301.08,301.09,434710
2021-07-28 10:10:00,20210728,10:10:00,301.08,301.7,301.0,301.66,207620
2021-07-28 10:15:00,20210728,10:15:00,301.62,301.77,301.12,301.7,396600
2021-07-28 10:20:00,20210728,10:20:00,301.7,301.94,301.33,301.6,394290
2021-07-28 10:25:00,20210728,10:25:00,301.6,301.76,301.43,301.71,143490
2021-07-28 10:30:00,20210728,10:30:00,301.76,302.1,301.5,301.78,425360
2021-07-28 10:35:00,20210728,10:35:00,301.84,302.1,301.63,302.05,224200
2021-07-28 10:40:00,20210728,10:40:00,302.02,302.04,301.51,301.51,194970
2021-07-28 10:45:00,20210728,10:45:00,301.51,301.52,301.02,301.25,255520
2021-07-28 10:50:00,20210728,10:50:00,301.26,301.63,301.25,301.58,96420
2021-07-28 10:55:00,20210728,10:55:00,301.62,301.62,301.08,301.24,119270
2021-07-28 11:00:00,20210728,11:00:00,301.24,301.65,301.03,301.59,221820
2021-07-28 11:05:00,20210728,11:05:00,301.59,301.61,301.1,301.27,247530
2021-07-28 11:10:00,20210728,11:10:00,301.26,301.6,301.03,301.04,523350
2021-07-28 11:15:00,20210728,11:15:00,301.04,301.16,300.75,300.83,296820
2021-07-28 11:20:00,20210728,11:20:00,300.88,301.05,300.76,300.97,389060
2021-07-28 11:25:00,20210728,11:25:00,300.99,301.04,300.52,300.81,217940
2021-07-28 11:30:00,20210728,11:30:00,300.81,301.0,300.81,300.92,82050
2021-07-28 11:35:00,20210728,11:35:00,300.92,301.05,300.85,301.04,165710
2021-07-28 11:40:00,20210728,11:40:00,301.04,301.12,300.72,300.72,77790
2021-07-28 11:45:00,20210728,11:45:00,300.75,301.0,300.72,301.0,79270
2021-07-28 11:50:00,20210728,11:50:00,301.0,301.16,300.98,301.11,59660
2021-07-28 11:55:00,20210728,11:55:00,301.12,301.47,300.96,301.1,259210
2021-07-28 12:00:00,20210728,12:00:00,301.12,301.24,300.86,301.21,137240
2021-07-28 12:05:00,20210728,12:05:00,301.21,301.42,301.1,301.42,108200
2021-07-28 12:10:00,20210728,12:10:00,301.41,301.53,300.9,301.01,440850
2021-07-28 12:15:00,20210728,12:15:00,301.08,301.08,300.98,301.0,125140
2021-07-28 12:20:00,20210728,12:20:00,300.99,301.2,300.91,301.14,117680
2021-07-28 12:25:00,20210728,12:25:00,301.14,301.23,300.99,301.19,90090
2021-07-28 12:30:00,20210728,12:30:00,301.19,301.19,301.02,301.09,60180
2021-07-28 12:35:00,20210728,12:35:00,301.09,301.09,300.89,300.92,134030
2021-07-28 12:40:00,20210728,12:40:00,300.9,300.95,300.88,300.89,76180
2021-07-28 12:45:00,20210728,12:45:00,300.92,301.09,300.7,300.98,1172730
2021-07-28 12:50:00,20210728,12:50:00,300.98,301.15,300.9,300.99,135180
2021-07-28 12:55:00,20210728,12:55:00,300.93,301.14,300.91,301.08,99690
2021-07-28 13:00:00,20210728,13:00:00,301.1,301.25,301.07,301.07,90480
2021-07-28 13:05:00,20210728,13:05:00,301.07,301.49,300.94,301.35,134310
2021-07-28 13:10:00,20210728,13:10:00,301.31,301.31,301.11,301.15,63840
2021-07-28 13:15:00,20210728,13:15:00,301.15,301.15,300.9,300.98,94530
2021-07-28 13:20:00,20210728,13:20:00,300.98,301.05,300.9,300.95,172990
2021-07-28 13:25:00,20210728,13:25:00,300.96,301.24,300.7,301.16,723870
2021-07-28 13:30:00,20210728,13:30:00,301.24,301.25,300.81,300.81,69640
2021-07-28 13:35:00,20210728,13:35:00,300.81,300.87,300.5,300.59,190710
2021-07-28 13:40:00,20210728,13:40:00,300.58,300.58,300.24,300.25,132110
2021-07-28 13:45:00,20210728,13:45:00,300.25,300.65,300.21,300.44,173090
2021-07-28 13:50:00,20210728,13:50:00,300.44,300.53,300.28,300.29,47330
2021-07-28 13:55:00,20210728,13:55:00,300.28,301.04,300.27,300.97,144960
2021-07-28 14:00:00,20210728,14:00:00,300.96,300.99,300.7,300.71,53140
2021-07-28 14:05:00,20210728,14:05:00,300.71,300.9,300.7,300.85,79870
2021-07-28 14:10:00,20210728,14:10:00,300.85,300.85,300.49,300.49,44930
2021-07-28 14:15:00,20210728,14:15:00,300.49,300.56,300.21,300.56,134040
2021-07-28 14:20:00,20210728,14:20:00,300.56,300.56,300.22,300.32,77400
2021-07-28 14:25:00,20210728,14:25:00,300.3,300.37,300.16,300.22,154140
2021-07-28 14:30:00,20210728,14:30:00,300.25,300.38,300.21,300.36,59990
2021-07-28 14:35:00,20210728,14:35:00,300.36,300.4,300.17,300.17,75190
2021-07-28 14:40:00,20210728,14:40:00,300.17,300.23,300.05,300.23,158440
2021-07-28 14:45:00,20210728,14:45:00,300.23,300.23,300.07,300.11,53030
2021-07-28 14:50:00,20210728,14:50:00,300.1,300.2,300.0,300.2,120070
2021-07-28 14:55:00,20210728,14:55:00,300.13,300.2,300.06,300.11,76390
2021-07-28 15:00:00,20210728,15:00:00,300.19,300.19,300.09,300.1,54390
2021-07-28 15:05:00,20210728,15:05:00,300.13,300.37,300.13,300.34,79810
2021-07-28 15:10:00,20210728,15:10:00,300.28,300.38,300.23,300.24,50970
2021-07-28 15:15:00,20210728,15:15:00,300.24,300.57,300.21,300.53,63990
