index,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021-07-19 10:00:00,20210719,10:00:00,298.0,298.36,297.22,298.2,785000
2021-07-19 10:05:00,20210719,10:05:00,298.26,298.26,297.47,297.54,541260
2021-07-19 10:10:00,20210719,10:10:00,297.56,297.81,297.33,297.4,437980
2021-07-19 10:15:00,20210719,10:15:00,297.34,297.72,296.82,296.95,917300
2021-07-19 10:20:00,20210719,10:20:00,296.88,297.52,296.77,297.32,690420
2021-07-19 10:25:00,20210719,10:25:00,297.28,297.52,297.14,297.52,403800
2021-07-19 10:30:00,20210719,10:30:00,297.52,297.52,297.18,297.22,124170
2021-07-19 10:35:00,20210719,10:35:00,297.2,297.4,297.13,297.18,99600
2021-07-19 10:40:00,20210719,10:40:00,297.18,297.18,296.4,296.41,765640
2021-07-19 10:45:00,20210719,10:45:00,296.51,297.07,296.4,296.98,242720
2021-07-19 10:50:00,20210719,10:50:00,296.96,297.31,296.7,297.05,196700
2021-07-19 10:55:00,20210719,10:55:00,297.05,297.24,296.22,296.31,373880
2021-07-19 11:00:00,20210719,11:00:00,296.33,296.99,296.2,296.84,217020
2021-07-19 11:05:00,20210719,11:05:00,296.89,296.99,296.29,296.35,466750
2021-07-19 11:10:00,20210719,11:10:00,296.29,296.7,296.1,296.4,443590
2021-07-19 11:15:00,20210719,11:15:00,296.48,296.48,295.99,296.25,807670
2021-07-19 11:20:00,20210719,11:20:00,296.25,296.56,295.96,296.53,196130
2021-07-19 11:25:00,20210719,11:25:00,296.53,296.56,296.05,296.07,120730
2021-07-19 11:30:00,20210719,11:30:00,296.14,296.25,296.02,296.12,211350
2021-07-19 11:35:00,20210719,11:35:00,296.1,296.1,295.6,295.6,610370
2021-07-19 11:40:00,20210719,11:40:00,295.6,295.86,295.6,295.81,315510
2021-07-19 11:45:00,20210719,11:45:00,295.77,295.86,295.6,295.7,169340
2021-07-19 11:50:00,20210719,11:50:00,295.7,295.76,295.4,295.42,424240
2021-07-19 11:55:00,20210719,11:55:00,295.42,295.71,295.4,295.63,146950
2021-07-19 12:00:00,20210719,12:00:00,295.59,295.94,295.4,295.77,268460
2021-07-19 12:05:00,20210719,12:05:00,295.75,295.97,295.45,295.79,246970
2021-07-19 12:10:00,20210719,12:10:00,295.79,296.08,295.47,295.96,367290
2021-07-19 12:15:00,20210719,12:15:00,295.95,295.95,295.53,295.61,108040
2021-07-19 12:20:00,20210719,12:20:00,295.54,295.96,295.53,295.93,305590
2021-07-19 12:25:00,20210719,12:25:00,295.93,296.04,295.8,296.0,314200
2021-07-19 12:30:00,20210719,12:30:00,295.95,296.19,295.67,295.83,369600
2021-07-19 12:35:00,20210719,12:35:00,295.78,295.91,295.58,295.73,73070
2021-07-19 12:40:00,20210719,12:40:00,295.77,296.24,295.64,296.18,257580
2021-07-19 12:45:00,20210719,12:45:00,296.18,296.25,295.86,296.04,128050
2021-07-19 12:50:00,20210719,12:50:00,296.04,296.1,295.82,295.89,68180
2021-07-19 12:55:00,20210719,12:55:00,295.9,296.0,295.81,296.0,116880
2021-07-19 13:00:00,20210719,13:00:00,295.98,296.21,295.72,295.78,242710
2021-07-19 13:05:00,20210719,13:05:00,295.78,295.87,295.5,295.55,107240
2021-07-19 13:10:00,20210719,13:10:00,295.55,295.6,295.49,295.54,113270
2021-07-19 13:15:00,20210719,13:15:00,295.51,295.7,295.51,295.55,144650
2021-07-19 13:20:00,20210719,13:20:00,295.55,295.67,295.45,295.54,100350
2021-07-19 13:25:00,20210719,13:25:00,295.54,295.57,295.24,295.26,497550
2021-07-19 13:30:00,20210719,13:30:00,295.28,295.42,295.22,295.38,89830
2021-07-19 13:35:00,20210719,13:35:00,295.36,295.39,294.75,294.97,979880
2021-07-19 13:40:00,20210719,13:40:00,294.97,295.14,294.97,295.04,92750
2021-07-19 13:45:00,20210719,13:45:00,295.04,295.21,295.01,295.13,86480
2021-07-19 13:50:00,20210719,13:50:00,295.12,295.48,295.05,295.39,151250
2021-07-19 13:55:00,20210719,13:55:00,295.39,295.48,295.23,295.43,84300
2021-07-19 14:00:00,20210719,14:00:00,295.38,295.51,295.25,295.27,78560
2021-07-19 14:05:00,20210719,14:05:00,295.3,295.64,295.27,295.54,85560
2021-07-19 14:10:00,20210719,14:10:00,295.54,295.63,295.36,295.36,251180
2021-07-19 14:15:00,20210719,14:15:00,295.43,295.48,295.19,295.46,59430
2021-07-19 14:20:00,20210719,14:20:00,295.36,295.49,295.28,295.4,58290
2021-07-19 14:25:00,20210719,14:25:00,295.4,295.43,294.86,294.97,243610
2021-07-19 14:30:00,20210719,14:30:00,294.97,294.98,293.75,293.77,1040250
2021-07-19 14:35:00,20210719,14:35:00,293.77,294.04,293.35,293.67,1010110
2021-07-19 14:40:00,20210719,14:40:00,293.67,294.27,293.62,293.82,342940
2021-07-19 14:45:00,20210719,14:45:00,293.83,294.2,293.8,294.1,245380
2021-07-19 14:50:00,20210719,14:50:00,294.1,294.11,293.71,293.92,222340
2021-07-19 14:55:00,20210719,14:55:00,293.88,294.27,293.87,294.19,248880
2021-07-19 15:00:00,20210719,15:00:00,294.2,294.26,293.8,293.86,269010
2021-07-19 15:05:00,20210719,15:05:00,293.93,294.26,293.88,294.14,203470
2021-07-19 15:10:00,20210719,15:10:00,294.14,294.36,294.03,294.25,381390
2021-07-19 15:15:00,20210719,15:15:00,294.24,294.3,293.92,294.26,361790
2021-07-19 15:20:00,20210719,15:20:00,294.27,294.58,294.15,294.47,338720
2021-07-19 15:25:00,20210719,15:25:00,294.48,294.68,294.44,294.65,130550
2021-07-19 15:30:00,20210719,15:30:00,294.64,294.67,294.45,294.49,124380
2021-07-19 15:35:00,20210719,15:35:00,294.48,294.5,294.15,294.19,180710
2021-07-19 15:40:00,20210719,15:40:00,294.19,294.55,294.18,294.39,114650
2021-07-19 15:45:00,20210719,15:45:00,294.49,294.6,294.37,294.43,251500
2021-07-19 15:50:00,20210719,15:50:00,294.42,294.79,294.16,294.77,250300
2021-07-19 15:55:00,20210719,15:55:00,294.78,294.8,294.59,294.7,139390
2021-07-19 16:00:00,20210719,16:00:00,294.7,294.7,294.15,294.29,326600
2021-07-19 16:05:00,20210719,16:05:00,294.29,294.35,293.55,293.59,422000
2021-07-19 16:10:00,20210719,16:10:00,293.6,293.64,293.1,293.38,594700
2021-07-19 16:15:00,20210719,16:15:00,293.37,293.75,293.25,293.73,306670
2021-07-19 16:20:00,20210719,16:20:00,293.73,293.76,293.49,293.7,159180
2021-07-19 16:25:00,20210719,16:25:00,293.7,293.72,293.52,293.54,48540
2021-07-19 16:30:00,20210719,16:30:00,293.54,294.7,293.42,293.52,602100
2021-07-19 16:35:00,20210719,16:35:00,293.6,293.78,292.35,292.59,1983900
2021-07-19 16:40:00,20210719,16:40:00,292.59,293.12,292.4,293.06,379380
2021-07-19 16:45:00,20210719,16:45:00,293.06,293.15,292.3,292.41,484240
2021-07-19 16:50:00,20210719,16:50:00,292.36,292.41,291.93,292.4,753520
2021-07-19 16:55:00,20210719,16:55:00,292.4,292.65,292.05,292.45,266350
2021-07-19 17:00:00,20210719,17:00:00,292.5,292.63,292.25,292.52,218390
2021-07-19 17:05:00,20210719,17:05:00,292.52,292.86,292.39,292.6,251240
2021-07-19 17:10:00,20210719,17:10:00,292.57,292.6,292.08,292.33,192810
2021-07-19 17:15:00,20210719,17:15:00,292.3,292.4,291.31,291.46,1303960
2021-07-19 17:20:00,20210719,17:20:00,291.46,291.69,291.3,291.54,285400
2021-07-19 17:25:00,20210719,17:25:00,291.55,291.66,291.25,291.29,699480
2021-07-19 17:30:00,20210719,17:30:00,291.29,291.33,290.92,291.23,827830
2021-07-19 17:35:00,20210719,17:35:00,291.25,291.25,290.17,290.49,749700
2021-07-19 17:40:00,20210719,17:40:00,290.53,291.0,290.53,290.96,497600
2021-07-19 17:45:00,20210719,17:45:00,290.91,291.47,290.8,291.47,375550
2021-07-19 17:50:00,20210719,17:50:00,291.44,291.46,290.77,290.93,493810
2021-07-19 17:55:00,20210719,17:55:00,290.94,290.94,290.03,290.2,894650
2021-07-19 18:00:00,20210719,18:00:00,290.2,290.85,290.19,290.46,479260
2021-07-19 18:05:00,20210719,18:05:00,290.46,290.8,290.43,290.8,444130
2021-07-19 18:10:00,20210719,18:10:00,290.77,290.99,290.65,290.94,234790
2021-07-19 18:15:00,20210719,18:15:00,290.92,291.0,290.6,290.61,474940
2021-07-19 18:20:00,20210719,18:20:00,290.62,290.83,290.6,290.64,239590
2021-07-19 18:25:00,20210719,18:25:00,290.68,291.02,290.64,290.86,368740
2021-07-19 18:30:00,20210719,18:30:00,290.88,291.14,290.71,290.71,384840
2021-07-19 18:35:00,20210719,18:35:00,290.73,290.75,290.6,290.74,283490
2021-07-19 18:45:00,20210719,18:45:00,290.74,290.74,290.74,290.74,368290
2021-07-19 19:00:00,20210719,19:00:00,290.65,290.65,290.65,290.65,2940
2021-07-19 19:05:00,20210719,19:05:00,290.58,290.98,290.36,290.86,101180
2021-07-19 19:10:00,20210719,19:10:00,290.86,291.29,290.71,291.21,100020
2021-07-19 19:15:00,20210719,19:15:00,291.21,291.38,291.08,291.37,97050
2021-07-19 19:20:00,20210719,19:20:00,291.37,291.37,291.14,291.28,42000
2021-07-19 19:25:00,20210719,19:25:00,291.28,291.3,291.16,291.21,57650
2021-07-19 19:30:00,20210719,19:30:00,291.29,291.37,291.02,291.09,67980
2021-07-19 19:35:00,20210719,19:35:00,291.02,291.2,290.9,290.99,119120
2021-07-19 19:40:00,20210719,19:40:00,290.95,291.1,290.5,290.63,137180
2021-07-19 19:45:00,20210719,19:45:00,290.63,290.73,290.36,290.46,49440
2021-07-19 19:50:00,20210719,19:50:00,290.43,290.6,290.34,290.59,77900
2021-07-19 19:55:00,20210719,19:55:00,290.6,290.6,290.4,290.43,99330
2021-07-19 20:00:00,20210719,20:00:00,290.46,290.59,290.35,290.54,53120
2021-07-19 20:05:00,20210719,20:05:00,290.5,290.75,290.45,290.75,44440
2021-07-19 20:10:00,20210719,20:10:00,290.73,290.73,290.58,290.61,19420
2021-07-19 20:15:00,20210719,20:15:00,290.63,290.9,290.62,290.86,53900
2021-07-19 20:20:00,20210719,20:20:00,290.87,291.1,290.84,291.0,79030
2021-07-19 20:25:00,20210719,20:25:00,291.1,291.1,290.8,291.08,71870
2021-07-19 20:30:00,20210719,20:30:00,291.09,291.09,290.97,291.0,11120
2021-07-19 20:35:00,20210719,20:35:00,291.0,291.1,290.95,291.01,57500
2021-07-19 20:40:00,20210719,20:40:00,291.0,291.1,290.95,290.96,39940
2021-07-19 20:45:00,20210719,20:45:00,290.96,291.1,290.95,291.05,13530
2021-07-19 20:50:00,20210719,20:50:00,291.05,291.05,290.78,290.96,38450
2021-07-19 20:55:00,20210719,20:55:00,290.96,291.03,290.83,290.91,12250
2021-07-19 21:00:00,20210719,21:00:00,290.91,291.1,290.89,291.09,73460
2021-07-19 21:05:00,20210719,21:05:00,291.09,291.14,290.96,291.04,25340
2021-07-19 21:10:00,20210719,21:10:00,291.01,291.14,291.0,291.09,29440
2021-07-19 21:15:00,20210719,21:15:00,291.09,291.2,291.08,291.19,47380
2021-07-19 21:20:00,20210719,21:20:00,291.19,291.2,291.1,291.2,27700
2021-07-19 21:25:00,20210719,21:25:00,291.19,291.22,291.1,291.22,32050
2021-07-19 21:30:00,20210719,21:30:00,291.22,291.25,291.19,291.23,25890
2021-07-19 21:35:00,20210719,21:35:00,291.23,291.23,291.16,291.16,21510
2021-07-19 21:40:00,20210719,21:40:00,291.16,291.17,290.9,290.9,145290
2021-07-19 21:45:00,20210719,21:45:00,290.94,290.98,290.9,290.97,42710
2021-07-19 21:50:00,20210719,21:50:00,290.97,290.97,290.7,290.84,58640
2021-07-19 21:55:00,20210719,21:55:00,290.8,290.89,290.73,290.8,27810
2021-07-19 22:00:00,20210719,22:00:00,290.81,290.81,290.3,290.5,155010
2021-07-19 22:05:00,20210719,22:05:00,290.49,290.6,290.35,290.52,33180
2021-07-19 22:10:00,20210719,22:10:00,290.52,290.65,290.51,290.65,36180
2021-07-19 22:15:00,20210719,22:15:00,290.64,290.65,290.5,290.58,41970
2021-07-19 22:20:00,20210719,22:20:00,290.58,290.61,290.45,290.5,10680
2021-07-19 22:25:00,20210719,22:25:00,290.5,290.57,290.3,290.44,28040
2021-07-19 22:30:00,20210719,22:30:00,290.4,290.57,290.31,290.51,23140
2021-07-19 22:35:00,20210719,22:35:00,290.57,290.83,290.36,290.83,29140
2021-07-19 22:40:00,20210719,22:40:00,290.83,290.83,290.6,290.64,25440
2021-07-19 22:45:00,20210719,22:45:00,290.64,290.95,290.58,290.92,53330
2021-07-19 22:50:00,20210719,22:50:00,290.9,290.9,290.65,290.86,120580
2021-07-19 22:55:00,20210719,22:55:00,290.8,291.0,290.76,290.99,107050
2021-07-19 23:00:00,20210719,23:00:00,290.99,291.0,290.94,291.0,49700
2021-07-19 23:05:00,20210719,23:05:00,290.99,291.0,290.97,291.0,100710
2021-07-19 23:10:00,20210719,23:10:00,291.0,291.2,290.99,291.18,32570
2021-07-19 23:15:00,20210719,23:15:00,291.1,291.2,291.0,291.12,22150
2021-07-19 23:20:00,20210719,23:20:00,291.14,291.15,291.08,291.09,15580
2021-07-19 23:25:00,20210719,23:25:00,291.08,291.14,291.08,291.13,11570
2021-07-19 23:30:00,20210719,23:30:00,291.13,291.19,291.1,291.18,18560
2021-07-19 23:35:00,20210719,23:35:00,291.19,291.24,291.1,291.22,24640
2021-07-19 23:40:00,20210719,23:40:00,291.23,291.4,291.22,291.38,202380
2021-07-19 23:45:00,20210719,23:45:00,291.38,291.46,291.38,291.46,48620
2021-07-20 10:00:00,20210720,10:00:00,292.34,293.25,292.3,293.14,1380360
2021-07-20 10:05:00,20210720,10:05:00,293.14,293.68,292.85,293.21,1003620
2021-07-20 10:10:00,20210720,10:10:00,293.18,293.6,293.16,293.59,601830
2021-07-20 10:15:00,20210720,10:15:00,293.59,293.6,293.04,293.58,527940
2021-07-20 10:20:00,20210720,10:20:00,293.58,294.11,293.58,294.09,1020160
2021-07-20 10:25:00,20210720,10:25:00,294.09,294.2,293.9,294.19,542160
2021-07-20 10:30:00,20210720,10:30:00,294.19,294.57,294.08,294.24,602120
2021-07-20 10:35:00,20210720,10:35:00,294.24,294.5,294.16,294.2,279850
2021-07-20 10:40:00,20210720,10:40:00,294.23,294.26,293.4,293.68,637910
2021-07-20 10:45:00,20210720,10:45:00,293.64,293.95,293.61,293.95,286740
2021-07-20 10:50:00,20210720,10:50:00,293.95,294.37,293.95,294.28,285960
2021-07-20 10:55:00,20210720,10:55:00,294.27,294.35,293.8,294.13,447390
2021-07-20 11:00:00,20210720,11:00:00,294.17,294.5,294.0,294.5,317220
2021-07-20 11:05:00,20210720,11:05:00,294.49,295.3,294.38,295.15,1127350
2021-07-20 11:10:00,20210720,11:10:00,295.15,295.18,294.8,295.0,417700
2021-07-20 11:15:00,20210720,11:15:00,295.0,295.1,294.7,294.79,253440
2021-07-20 11:20:00,20210720,11:20:00,294.85,294.87,294.12,294.18,368040
2021-07-20 11:25:00,20210720,11:25:00,294.21,295.01,294.11,294.95,326980
2021-07-20 11:30:00,20210720,11:30:00,294.99,295.15,294.6,294.79,394730
2021-07-20 11:35:00,20210720,11:35:00,294.79,295.09,294.46,295.02,559360
2021-07-20 11:40:00,20210720,11:40:00,295.07,295.13,294.55,294.68,273720
2021-07-20 11:45:00,20210720,11:45:00,294.68,294.76,294.01,294.09,627990
2021-07-20 11:50:00,20210720,11:50:00,294.01,294.26,293.51,293.83,435840
2021-07-20 11:55:00,20210720,11:55:00,293.84,294.3,293.75,294.28,151100
2021-07-20 12:00:00,20210720,12:00:00,294.27,294.55,294.04,294.13,159250
2021-07-20 12:05:00,20210720,12:05:00,294.15,294.16,293.2,293.51,762660
2021-07-20 12:10:00,20210720,12:10:00,293.51,294.15,293.28,294.13,721390
2021-07-20 12:15:00,20210720,12:15:00,294.13,294.25,293.76,294.14,222340
2021-07-20 12:20:00,20210720,12:20:00,294.15,294.43,294.15,294.29,137930
2021-07-20 12:25:00,20210720,12:25:00,294.29,294.91,294.22,294.68,434120
2021-07-20 12:30:00,20210720,12:30:00,294.68,294.81,294.33,294.52,328720
2021-07-20 12:35:00,20210720,12:35:00,294.52,294.75,294.29,294.29,81810
2021-07-20 12:40:00,20210720,12:40:00,294.29,294.46,294.1,294.1,85920
2021-07-20 12:45:00,20210720,12:45:00,294.1,294.3,293.58,293.69,250490
2021-07-20 12:50:00,20210720,12:50:00,293.69,293.74,293.33,293.62,164480
2021-07-20 12:55:00,20210720,12:55:00,293.63,294.0,293.35,293.88,251060
2021-07-20 13:00:00,20210720,13:00:00,293.84,293.91,293.45,293.53,203470
2021-07-20 13:05:00,20210720,13:05:00,293.54,293.68,293.03,293.37,286060
2021-07-20 13:10:00,20210720,13:10:00,293.39,293.97,293.27,293.72,108890
2021-07-20 13:15:00,20210720,13:15:00,293.73,293.95,293.55,293.93,54650
2021-07-20 13:20:00,20210720,13:20:00,293.96,294.18,293.93,294.03,136330
2021-07-20 13:25:00,20210720,13:25:00,294.01,294.35,294.01,294.27,122940
2021-07-20 13:30:00,20210720,13:30:00,294.31,294.36,293.88,293.95,319410
2021-07-20 13:35:00,20210720,13:35:00,293.91,293.95,293.5,293.7,182930
2021-07-20 13:40:00,20210720,13:40:00,293.7,293.72,293.43,293.57,75170
2021-07-20 13:45:00,20210720,13:45:00,293.66,293.81,293.01,293.01,325590
2021-07-20 13:50:00,20210720,13:50:00,293.14,293.45,293.02,293.37,61330
2021-07-20 13:55:00,20210720,13:55:00,293.37,293.58,293.06,293.18,154230
2021-07-20 14:00:00,20210720,14:00:00,293.18,293.4,293.07,293.33,121010
2021-07-20 14:05:00,20210720,14:05:00,293.31,293.91,293.25,293.73,125180
2021-07-20 14:10:00,20210720,14:10:00,293.67,293.76,293.42,293.51,87500
2021-07-20 14:15:00,20210720,14:15:00,293.51,293.72,293.4,293.45,91570
2021-07-20 14:20:00,20210720,14:20:00,293.4,293.6,293.4,293.44,49380
2021-07-20 14:25:00,20210720,14:25:00,293.44,293.72,293.4,293.67,110240
2021-07-20 14:30:00,20210720,14:30:00,293.72,293.85,293.5,293.6,89040
2021-07-20 14:35:00,20210720,14:35:00,293.6,293.95,293.6,293.87,134230
2021-07-20 14:40:00,20210720,14:40:00,293.89,294.01,293.5,293.58,233560
2021-07-20 14:45:00,20210720,14:45:00,293.58,293.64,293.25,293.6,237930
2021-07-20 14:50:00,20210720,14:50:00,293.6,293.62,293.26,293.42,116960
2021-07-20 14:55:00,20210720,14:55:00,293.39,293.72,293.38,293.5,46530
2021-07-20 15:00:00,20210720,15:00:00,293.57,293.94,293.51,293.94,47160
2021-07-20 15:05:00,20210720,15:05:00,293.93,293.96,293.71,293.8,50130
2021-07-20 15:10:00,20210720,15:10:00,293.75,293.91,293.72,293.8,45780
2021-07-20 15:15:00,20210720,15:15:00,293.8,293.85,293.7,293.81,51190
2021-07-20 15:20:00,20210720,15:20:00,293.81,293.89,293.7,293.73,86230
2021-07-20 15:25:00,20210720,15:25:00,293.78,293.78,293.5,293.73,65980
2021-07-20 15:30:00,20210720,15:30:00,293.73,294.02,293.7,293.94,99440
2021-07-20 15:35:00,20210720,15:35:00,293.94,293.96,293.36,293.76,183080
2021-07-20 15:40:00,20210720,15:40:00,293.76,293.84,293.1,293.15,244040
2021-07-20 15:45:00,20210720,15:45:00,293.18,293.32,293.12,293.18,73080
2021-07-20 15:50:00,20210720,15:50:00,293.19,293.41,292.67,292.74,591640
2021-07-20 15:55:00,20210720,15:55:00,292.75,292.88,292.61,292.78,249130
2021-07-20 16:00:00,20210720,16:00:00,292.78,293.71,292.78,293.6,247100
2021-07-20 16:05:00,20210720,16:05:00,293.64,293.8,293.49,293.79,190230
2021-07-20 16:10:00,20210720,16:10:00,293.79,293.81,293.36,293.41,142080
2021-07-20 16:15:00,20210720,16:15:00,293.42,293.65,293.37,293.53,139850
2021-07-20 16:20:00,20210720,16:20:00,293.51,293.58,293.31,293.45,180950
2021-07-20 16:25:00,20210720,16:25:00,293.45,293.73,293.4,293.42,79820
2021-07-20 16:30:00,20210720,16:30:00,293.42,293.66,292.64,292.9,314900
2021-07-20 16:35:00,20210720,16:35:00,292.86,293.42,292.86,293.23,109530
2021-07-20 16:40:00,20210720,16:40:00,293.26,294.29,293.0,293.87,429520
2021-07-20 16:45:00,20210720,16:45:00,293.87,294.2,293.62,294.0,250290
2021-07-20 16:50:00,20210720,16:50:00,294.01,294.25,293.51,294.09,253440
2021-07-20 16:55:00,20210720,16:55:00,294.08,294.7,294.02,294.7,552260
2021-07-20 17:00:00,20210720,17:00:00,294.7,295.18,294.58,295.0,978820
2021-07-20 17:05:00,20210720,17:05:00,294.96,294.96,294.18,294.3,335340
2021-07-20 17:10:00,20210720,17:10:00,294.29,294.45,294.12,294.28,94860
2021-07-20 17:15:00,20210720,17:15:00,294.3,294.53,294.15,294.38,203310
2021-07-20 17:20:00,20210720,17:20:00,294.38,295.09,294.37,294.8,236720
2021-07-20 17:25:00,20210720,17:25:00,294.8,295.0,294.58,294.58,202220
2021-07-20 17:30:00,20210720,17:30:00,294.65,294.75,294.5,294.59,99380
2021-07-20 17:35:00,20210720,17:35:00,294.57,294.93,294.44,294.93,143450
2021-07-20 17:40:00,20210720,17:40:00,294.91,295.46,294.83,294.99,756950
2021-07-20 17:45:00,20210720,17:45:00,294.96,295.8,294.7,295.62,642350
2021-07-20 17:50:00,20210720,17:50:00,295.65,296.1,295.5,295.63,906190
2021-07-20 17:55:00,20210720,17:55:00,295.63,295.94,295.32,295.84,268070
2021-07-20 18:00:00,20210720,18:00:00,295.92,295.99,295.6,295.84,155340
2021-07-20 18:05:00,20210720,18:05:00,295.84,296.3,295.79,296.11,278410
2021-07-20 18:10:00,20210720,18:10:00,296.15,296.38,296.12,296.31,278480
2021-07-20 18:15:00,20210720,18:15:00,296.38,296.59,296.22,296.36,328310
2021-07-20 18:20:00,20210720,18:20:00,296.38,296.55,296.23,296.23,140490
2021-07-20 18:25:00,20210720,18:25:00,296.26,296.44,296.04,296.19,167460
2021-07-20 18:30:00,20210720,18:30:00,296.17,296.72,296.1,296.51,497610
2021-07-20 18:35:00,20210720,18:35:00,296.51,296.56,295.75,295.86,609310
2021-07-20 18:45:00,20210720,18:45:00,295.51,295.51,295.51,295.51,972320
2021-07-20 19:00:00,20210720,19:00:00,296.3,296.3,296.3,296.3,1530
2021-07-20 19:05:00,20210720,19:05:00,296.19,296.19,295.74,295.95,94740
2021-07-20 19:10:00,20210720,19:10:00,295.83,296.0,295.76,295.95,28400
2021-07-20 19:15:00,20210720,19:15:00,295.95,296.03,295.86,296.02,47560
2021-07-20 19:20:00,20210720,19:20:00,296.02,296.02,295.87,295.87,10030
2021-07-20 19:25:00,20210720,19:25:00,295.9,295.96,295.87,295.89,27950
2021-07-20 19:30:00,20210720,19:30:00,295.88,296.1,295.86,296.09,89840
2021-07-20 19:35:00,20210720,19:35:00,296.09,296.2,296.07,296.2,43580
2021-07-20 19:40:00,20210720,19:40:00,296.2,296.59,296.2,296.43,120810
2021-07-20 19:45:00,20210720,19:45:00,296.43,296.54,296.35,296.35,65300
2021-07-20 19:50:00,20210720,19:50:00,296.41,296.41,296.26,296.3,17290
2021-07-20 19:55:00,20210720,19:55:00,296.3,296.31,296.0,296.04,49350
2021-07-20 20:00:00,20210720,20:00:00,296.0,296.3,296.0,296.19,266470
2021-07-20 20:05:00,20210720,20:05:00,296.1,296.19,295.92,296.06,35340
2021-07-20 20:10:00,20210720,20:10:00,296.06,296.09,295.74,295.77,148430
2021-07-20 20:15:00,20210720,20:15:00,295.77,295.83,295.61,295.73,25020
2021-07-20 20:20:00,20210720,20:20:00,295.67,295.83,295.63,295.66,29300
2021-07-20 20:25:00,20210720,20:25:00,295.69,295.75,295.52,295.72,54200
2021-07-20 20:30:00,20210720,20:30:00,295.61,295.75,295.6,295.69,19090
2021-07-20 20:35:00,20210720,20:35:00,295.69,295.69,295.57,295.67,22320
2021-07-20 20:40:00,20210720,20:40:00,295.67,295.69,295.53,295.55,41540
2021-07-20 20:45:00,20210720,20:45:00,295.55,295.58,295.5,295.5,40260
2021-07-20 20:50:00,20210720,20:50:00,295.55,295.58,295.22,295.58,97070
2021-07-20 20:55:00,20210720,20:55:00,295.58,295.6,295.51,295.56,6360
2021-07-20 21:00:00,20210720,21:00:00,295.57,295.68,295.48,295.68,14130
2021-07-20 21:05:00,20210720,21:05:00,295.68,295.8,295.65,295.77,15480
2021-07-20 21:10:00,20210720,21:10:00,295.79,295.91,295.77,295.91,37600
2021-07-20 21:15:00,20210720,21:15:00,295.93,296.19,295.91,296.06,80400
2021-07-20 21:20:00,20210720,21:20:00,296.06,296.16,295.83,295.99,25600
2021-07-20 21:25:00,20210720,21:25:00,295.95,296.12,295.89,296.08,3900
2021-07-20 21:30:00,20210720,21:30:00,296.08,296.26,296.03,296.11,26730
2021-07-20 21:35:00,20210720,21:35:00,296.16,296.2,296.11,296.12,20190
2021-07-20 21:40:00,20210720,21:40:00,296.12,296.16,296.11,296.11,12470
2021-07-20 21:45:00,20210720,21:45:00,296.14,296.15,296.05,296.1,14450
2021-07-20 21:50:00,20210720,21:50:00,296.1,296.36,296.1,296.25,85410
2021-07-20 21:55:00,20210720,21:55:00,296.33,296.34,296.14,296.2,16170
2021-07-20 22:00:00,20210720,22:00:00,296.2,296.34,296.17,296.25,24460
2021-07-20 22:05:00,20210720,22:05:00,296.25,296.37,296.21,296.3,47490
2021-07-20 22:10:00,20210720,22:10:00,296.29,296.29,296.23,296.29,2260
2021-07-20 22:15:00,20210720,22:15:00,296.26,296.39,296.26,296.39,38530
2021-07-20 22:20:00,20210720,22:20:00,296.39,296.5,296.25,296.28,45050
2021-07-20 22:25:00,20210720,22:25:00,296.28,296.28,296.17,296.23,37830
2021-07-20 22:30:00,20210720,22:30:00,296.27,296.37,296.23,296.34,22470
2021-07-20 22:35:00,20210720,22:35:00,296.34,296.34,296.23,296.31,16830
2021-07-20 22:40:00,20210720,22:40:00,296.23,296.49,296.2,296.46,33450
2021-07-20 22:45:00,20210720,22:45:00,296.4,296.78,296.36,296.7,140250
2021-07-20 22:50:00,20210720,22:50:00,296.78,296.8,296.5,296.63,124080
2021-07-20 22:55:00,20210720,22:55:00,296.63,296.63,296.36,296.51,34180
2021-07-20 23:00:00,20210720,23:00:00,296.51,296.59,296.5,296.5,7920
2021-07-20 23:05:00,20210720,23:05:00,296.5,296.51,296.3,296.42,48330
2021-07-20 23:10:00,20210720,23:10:00,296.42,296.42,296.3,296.34,6320
2021-07-20 23:15:00,20210720,23:15:00,296.4,296.42,296.31,296.31,11870
2021-07-20 23:20:00,20210720,23:20:00,296.4,296.66,296.4,296.43,73470
2021-07-20 23:25:00,20210720,23:25:00,296.43,296.56,296.43,296.56,10290
2021-07-20 23:30:00,20210720,23:30:00,296.56,296.59,296.33,296.33,32110
2021-07-20 23:35:00,20210720,23:35:00,296.33,296.52,296.24,296.43,40970
2021-07-20 23:40:00,20210720,23:40:00,296.43,296.43,296.1,296.12,77740
2021-07-20 23:45:00,20210720,23:45:00,296.12,296.28,296.01,296.1,38700
2021-07-21 10:00:00,20210721,10:00:00,296.01,296.47,295.23,295.29,721350
2021-07-21 10:05:00,20210721,10:05:00,295.33,295.33,294.53,294.98,579270
2021-07-21 10:10:00,20210721,10:10:00,294.89,294.93,294.22,294.82,634070
2021-07-21 10:15:00,20210721,10:15:00,294.76,294.84,293.62,294.05,758930
2021-07-21 10:20:00,20210721,10:20:00,294.0,294.7,293.54,294.7,353760
2021-07-21 10:25:00,20210721,10:25:00,294.67,294.82,294.14,294.14,296560
